text,label_name,label,verdict_norm
A twenty-year-old from the north of the capital is hospitalized at the Spallanzani Hospital in Rome with Covid-19 pneumonia after having been for a week in Sardinia and having intensively attended clubs in Porto Cervo,misinformation,0,misinformation
"Vincenzo Puro of the Spallanzani hospital in Rome: ""The asymptomatic do not infect, the virus is not lethal""",misinformation,0,misinformation
"Cnr, Sacco hospital and the University of Milan have published an online questionnaire entitled ""National Covid-19 epidemiological survey"".",factual,1,factual
"«Reimbursement table for hospital admissions for Covid. 900 euros per day for 10 days in intensive care. 538 euros per day for 12 days in sub-intensive therapy. 250 euros per day for ordinary hospitalizations lasting 14 days. Now it is clear to you why they have all been registered as Covid """,misinformation,0,misinformation
"""Italian hospitals should lighten their Covid wards as soon as possible and distribute the sick to treat them better. Often this does not happen for economic reasons: the drg (Diagnosis related groups: the pay system of hospitals for each treatment activity, ed): recognizes 2,000 euros per day for each Covid-19 patient. A hospital with 100 Covid patients in the ward receives from its Region, and therefore from the State, 200,000 euros per day. How can we think that the various hospitals spontaneously deprive themselves of Covid patients to send them elsewhere? "".",misinformation,0,misinformation
"«In summary ... Pzifer [sic] has created the vaccine stable at 90% (PRACTICALLY LESS THAN THE PERCENTAGE OF ASYMPTOMATICS WHICH IS 95%, ie efficacy equal to zero)! Meanwhile, months ago, the Bill Gates foundation enters the company of the pharmaceutical company itself, Bill Gates funds Biden's election campaign, Biden wins and, 24 hours after the proclamation, the announcement of the vaccine. It is a wonderful planet. THEY WILL VACCINATE US TO HAVE THE SAME PERCENTAGE OF CURRENT ASYMPTOMATICS AND THE SAME OF COVD MORTALITY, on the other hand we will have who knows how many vaccine side effects and, perhaps also, other deaths due to it! FANTASTIC !!! Virtually 0% effective as 95% is the percentage of asymptomatic infected! That is, you get or don't get the vaccine, you have a 95% chance, if you get infected, of being asymptomatic! """,misinformation,0,misinformation
The photo shows Jair Bolsonaro in hospital after testing positive for the new coronavirus,misinformation,0,misinformation
"WhatsApp Info: * Italy is the first country to perform a post-mortem (autopsy) on a dead body since Covit-19, and after extensive investigation it was found that Covit-19 is not a virus, but rather it is a very large global fraud. People are actually dying because of ""multiplied global 5G electromagnetic radiation (poison)"". * Physicians in Italy have violated World Health Organization (WHO) law that does not allow coronation (autopsy) of corpses of people who die of the corona virus, so after some scientific discovery and investigation, this address is not a virus, but a bacterium that causes death in the veins Blood vessels form, i.e., due to this bacterium, blood accumulates in the veins and veins causing this patient to die.",misinformation,0,misinformation
"The global pandemic COVID-19 was declared on the basis of a mathematical projection of mortality which predicted 268 million infected, of which 0.9% or 2.2 million people had to die [9], which later proved to be completely wrong, and thus the reason for declaring a pandemic .",misinformation,0,misinformation
[WHO says] that the [PCR test] gives so many false positives that it can not be used to determine whether a patient is actually infected [by the coronavirus] or not.,misinformation,0,misinformation
A nurse died of a heart attack after the second dose of the vaccine,misinformation,0,misinformation
"""Vaccines kill more than the disease! Survey: Mortality rate......",misinformation,0,misinformation
Doses of vaccine are wasted at the Niguarda hospital in Milan,misinformation,0,misinformation
"Whistleblower from Berlin Nursing Home: Terrible Deaths After Vaccination For the first time, there is an eyewitness report from a Berlin nursing home about the situation after vaccination. She comes from the AGAPLESION Bethanien Havelgarten retirement home in Berlin-Spandau. There, within four weeks of the first vaccination with the BioNTech / Pfizer Comirnaty vaccine, eight of the 31 seniors, who suffered from dementia but were in good physical condition based on their age prior to vaccination, died. The first death occurred after just six days, and five other elderly people died about 14 days after the vaccination. The first symptoms of the disease had already appeared shortly after the vaccination. From the information available to 2020News, patients have not been duly informed about the risks of this vaccine. Attorney Viviane Fischer and Attorney Dr. Reiner Füllmich of the Crown Committee spoke in a video interview with the whistleblower about the closest circumstances of vaccination, the symptoms that occurred and the different nature of deaths in temporal connection with vaccination "".",misinformation,0,misinformation
"The video that is claimed to be a video of a pile of fake Covid-19 corpses that has been prepared, because one of them is seen smoking",misinformation,0,misinformation
"A video clip of the dead bodies of the Corona virus in Britain, showing a man smoking a cigarette.",misinformation,0,misinformation
"The video of a man smoking with his body inside a sack shows ""fake deaths from Covid""",misinformation,0,misinformation
Large country-randomized controlled trial in 2.7 billion people shows 79.1% lower death rate in COVID-19 patients treated with hydroxychloroquine,misinformation,0,misinformation
"The coronavirus is said to be responsible for fewer people dying from the flu. “Covid-19 is a miracle virus!” Read a post on Facebook. The virus “completely eradicated the flu”, “reduced the heart attack rate by more than 50%” and “not a single measles infection was recorded”. A bar chart with the title “German flu waves” is also shown. For eight selected flu seasons over the past 18 years, the number of ""corona deaths"" is compared with the number of ""flu deaths"". While between 8,000 and 25,100 “flu deaths” and zero “coronation deaths” were reported for the past seasons, 9,000 “coronation deaths” and only 411 “flu deaths” are reported for the current season",misinformation,0,misinformation
"Good news! Corona virus vaccine (sic) ready. Able to cure the patient within 3 hours of injection. Hats off to US scientists. At the moment, Trump has announced that Roche Medical Company will release the vaccine next Sunday and millions of doses are ready!",misinformation,0,misinformation
"The video that shows ""doctors"" who ""fall"" while operating on a patient with coronavirus",misinformation,0,misinformation
"Video of a masked mature woman lying on a plastic-covered hospital stretcher is circulating on social media. According to the legend, which accompanies the video, this patient breathing with difficulty was declared dead of the coronavirus by the medical profession. Her worried family did not accept the fate and went to the morgue. ""They unzipped the body bag and found her still alive,"" it read.",misinformation,0,misinformation
"A story is circulating on social media about a man who is said to have tested positive for Covid-19. According to the report, the man would pee blood as a result and the people who come near him would have an 80 percent chance of also testing positive. In addition, the author of the message claims that the man ran away from the ""Hospital of Torhout"", but is that correct?",misinformation,0,misinformation
"A clinic in Rhineland-Palatinate is said to have ceased operations due to insufficient occupancy in the pandemic. ""Not enough corona patients: the hospital in Ingelheim will be closed,"" says a photo that is spread on Facebook (archived here).",misinformation,0,misinformation
"The percentage of mortality in the US from covid-19 is barely 6% of all deaths attributed to the disease, according to an evangelical pastor",misinformation,0,misinformation
"65,000 deaths tested positive for coronavirus within 30 days of their death, so they could have died of a heart attack or a stroke or cancer, but it will go down as a Covid death.",misinformation,0,misinformation
"Several Facebook users shared a message supposedly sent by a nurse from the CHU Saint-Pierre in Brussels. The message, relayed on several social networks, announced that the hospital's emergency department had received around 30 patients with Covid-19 but that the hospital management had signed a confidentiality clause to its employees.",misinformation,0,misinformation
Some people are bothered by the obligation to wear a protective mask as a measure against the spread of Covid-19. Opponents of the masks argue that they are harmful to health. A post on Facebook claims that there are currently ten children with a fungal lung infection in the hospital in Vienna alone. The source is said to be an unspecified doctor.,misinformation,0,misinformation
"Some people are bothered by the obligation to wear a protective mask as a measure against the spread of Covid-19. Opponents of the masks argue that they are harmful to health. There are currently ten children with a fungal lung infection in the hospital in Vienna alone, claims a post on Facebook (archived here). The source is said to be an unspecified doctor.",misinformation,0,misinformation
"A Facebook post alleges that the police in India are terrifying violators of the COVID-19 code of conduct (the three of them without helmets or masks on their motorcycles) by forcibly transporting them into an ambulance with a COVID-19 virus. -19 patient to stop. The masked patient is fake (i.e. not infected with the new coronavirus), but the citizens in violation do not know that. An attached video shows how they try to escape from the ambulance in a panic.",misinformation,0,misinformation
"Since the world has been taking action against the spread of the new coronavirus with vaccinations, warnings about the vaccine have been increasing in various groups. A new evidence that vaccination is harmful is alleged to be information from the University Hospital Mannheim. There, 75 of the 80 employees on the children's ward, who have already received the first dose, are said to have complained about side effects. 30 employees who already received the second dose are even on sick leave due to severe side effects, according to a Facebook post.",misinformation,0,misinformation
"A post on Facebook states that a ""political party that was previously banned ..has been revived"". An extract from the new program of the Party for Charity, Freedom and Diversity (PNVD) has been placed with the post. This calls for, among other things, the abolition of age limits for sex with mutual consent. Critics describe the PNVD as a ""pedo party"", also in comments to the posting.",misinformation,0,misinformation
"Opponents of the corona measures keep claiming that the pandemic was only staged. A video is now circulating on the Internet (archived here) that is shared as evidence of this thesis. In it you can see a Covid patient who has to be ventilated and is treated by medical staff in protective suits. At first glance, however, the end of the clip makes you suspicious: A man appears in the background for a brief moment, completely without protective equipment. So is the scene set?",misinformation,0,misinformation
"The claim that the corona pandemic was only staged has circulated several times in the past few months. Now it is said on Facebook that a recent video provides proof of this. “This is where the images for BILD & ARD / ZDF are created”, says a video description (article archived, video archived). In other variants it says: “All just acting and show” or “THE CORONA LIE”. The clip shows young women in hospital beds. They wear masks and sometimes oxygen tubes in their noses. «So we lie here and simulate, as you can see, because this is the new Corona test center, yes and now a test run is being carried out. We were given certain tasks, ”says one of the women in the video. At the end she adds: ""And I'll get money for the whole thing.""",misinformation,0,misinformation
"The theses of the pulmonologist and former member of the Bundestag Wolfgang Wodarg on the coronavirus have been circulating through social networks for weeks. Wodarg's claims were initially based primarily on data from the EuroMOMO network, which provides data on mortality in European countries. In mid-March, Wodarg claimed that the Covid-19 pandemic could not be that dangerous, otherwise one would see higher death rates in the statistics from EuroMOMO. (http://dpaq.de/6ZudR) This line of argument has since been adopted by several users in social networks. (http://dpaq.de/2WFYH)",misinformation,0,misinformation
"A video shared on Twitter by user Pervez claims: “The World Health Organization (WHO) has taken a U-turn, saying that there is no need to isolate, quarantine or socialize patients infected with the corona virus. It also claims that infected people cannot even transmit the virus from one patient to another.",misinformation,0,misinformation
"In a post on Facebook it is stated that the National Institute for Public Health and the Environment (RIVM) would ""lie"" about its statistics. People who tested positive for the novel coronavirus that causes COVID-19 would automatically be presented as ""patient"". It is also stated that the hospital admissions would ""never have been a correct indicator"" of the status of the pandemic because RIVM now bases its evaluation on the PCR test results.",misinformation,0,misinformation
"Some people are bothered by the mask requirement as a measure against the spread of Covid-19. Opponents of the masks argue that they are harmful to health. In Vienna alone there are currently ten children with a fungal lung infection in hospital, claims a post on Facebook (archived here). The source is said to be an unspecified doctor.",misinformation,0,misinformation
"Juventus star, Cristiano Ronaldo, is about to convert his hotel into a hospital to care for Corona patients.",misinformation,0,misinformation
Cristiano Ronaldo Turns His Hotel into a Corona Hospital,misinformation,0,misinformation
Cristiano Ronaldo converts his hotel into a hospital for COVID-19 patients,misinformation,0,misinformation
Cristiano Ronaldo transforms luxury hotel into corona hospital - pays the doctors' salaries himself,misinformation,0,misinformation
"Despite the high number of corona cases, Belgium is loosening some measures against the spread of the virus from October 1st - for example, the mask requirement in public places and the duration of the quarantine requirement. According to a Facebook post on September 24, there are plans to use the number of hospital stays “as a measure of the spread of the virus” instead of PCR tests (archived here).",misinformation,0,misinformation
A photo of Alain Berset is shared on Facebook with dolls in hospital beds in the background (archived here). The caption says that the Federal Council is visiting a hospital in Neuchâtel. In the post you can see that blick.ch published the picture with the legend in this way.,misinformation,0,misinformation
"Since the number of corona infections in Germany increased in winter, many measures were tightened in January 2021. In the state of Bavaria, for example, it has become mandatory to wear FFP2 masks in retail and local public transport. Is this sufficient to conclude that the measures in force up to that point in time were ineffective? In a Facebook post (archived here), the Chancellor Angela Merkel and the Bavarian Prime Minister Markus Söder put alleged statements in the mouth. For example, the Chancellor stated in the picture: ""You are implicitly saying that all masks were previously meaningless ...?!"" It is also claimed that there was no excess mortality during the corona pandemic.",misinformation,0,misinformation
"Time and again, figures on mortality in Austria are shared on social media. The fact that the number of deaths in 2020 supposedly hardly differs from that of the years before should serve as evidence that the corona pandemic is nowhere near as bad as claimed. «Only in 2020 did the government hold full lockdowns with all massive economic, democratic, health and mental damage. Irresponsible measures, as the numbers impressively prove, ”it says in the post (archived here). Statistics Austria is cited as the source for the figures.",misinformation,0,misinformation
"Even months after the outbreak of the coronavirus, some Internet users doubt whether there is even a pandemic or put it into perspective. For example, a Facebook posting (archived here) is currently claiming that there was an under-mortality in Germany in 2020. In 2020, 904 270 people are said to have died, less than in the five years before. ""How can it be that fewer people die than before in a pandemic in Germany?"" The user cites the Federal Statistical Office as the source. The given link leads nowhere.",misinformation,0,misinformation
"Even months after the outbreak of the coronavirus, some Internet users doubt that there is even a pandemic or put it into perspective. For example, a Facebook post (archived here) is currently claiming that there was an under-mortality in Germany in 2020. In 2020, 904,270 people are said to have died, less than in the previous five years. ""How can it be that fewer people die than before in a pandemic in Germany?"" The user cites the Federal Statistical Office as the source. The given link leads nowhere.",misinformation,0,misinformation
"Cats, dogs, birds - animals often generate a lot of likes on social media. A supposedly caring pigeon is currently doing this. The photo of an elderly man in the hospital with the pigeon sitting on his bed spreads on Facebook. A nurse took the picture, it says in the post (archived here). She wrote: “It has been 23 days since this patient came to the hospital and no one from his family has come to see him in those 23 days. But a pigeon comes every two days and sits on his bed. "" The alleged nurse later found out that the patient sat on a bench near the clinic and fed pigeons every day. Conclusion: ""That shows that (sic!) Animals have more hearts than humans"".",misinformation,0,misinformation
The mRNA vaccine against COVID-19 has led to 40 times more seniors and 260 times more people in the younger age groups dying than would have died from the usual COVID-19 infection.,misinformation,0,misinformation
"Many serious side effects from corona vaccines, listed in an official report by the UK Medicines Agency MHRA: This claim is currently being made in several articles spreading on social media. Five people are said to be blind, 21 have suffered a stroke, four miscarriages and 107 people are said to have died - “and all as a result of an experimental, emergency approved vaccine”, as the page “Our Central Europe” writes (archived here). On the Swiss page “Uncut-News” it says (archived here): “Everything thanks to an experimental vaccine”. But what do the official information from the UK authorities really mean?",misinformation,0,misinformation
"With criticism of supposedly “synchronized scientists and media”, an article on the blog “Philosophia Perennis” tries to arouse doubts about the previous official findings on the connection between corona vaccinations and deaths (archived here). The accusation: In the case of the 113 people officially named so far, whose death was registered by the authorities in a temporal connection with a corona vaccination, old age and previous illnesses were cited as factors - unlike the officially reported corona deaths. We are talking about ""exorbitantly high deaths"" - what is probably meant is an unexpectedly high number of deaths after corona vaccinations. In addition, the article claims: In Austria there are “extensive refusals by nursing staff” to be vaccinated.",misinformation,0,misinformation
"Next-generation mRNA vaccines intervene directly in the patient's genetic material and thus modify individual genetic material, representing genetic manipulation",misinformation,0,misinformation
The abolition of face masks is at the root of a decline in the number of hospital admissions in the US state of Texas.,misinformation,0,misinformation
There is no scientific reason to vaccinate healthy people under the age of 50 or people who have already had COVID-19 with a corona vaccine.,misinformation,0,misinformation
A Russian medical university has completed the clinical trial of the world's first corona vaccine.,misinformation,0,misinformation
A doctor from Delhi's Sir Ganga Ram Hospital has advised that the corona virus can be eliminated by drinking plenty of water and gargling with vinegar or salt in hot water.,misinformation,0,misinformation
Video of corpses of corona virus victims at Osmania Hospital,misinformation,0,misinformation
"Video from Victoria Hospital in Bangalore, where a large crowd gathered in a small space outside the OPD.",misinformation,0,misinformation
Claim what was Sadhvi Pragya's age when babri was demolished,misinformation,0,misinformation
The Board has decided to build a huge Babri Hospital on five acres of land available to the Waqf Board of Muslims as compensation for the Babri Masjid which was unjustly demolished as per the court order. Dr. Kapil Khan will be the person in charge of managing this hospital which will function free of cost and will be appointed as the Chief Physician. The Waqf Board decided to implement a larger than AIIMS hospital.,misinformation,0,misinformation
It is claimed that the Sunni Waqf Board has decided to build a 'Babri Hospital' on the land allotted in Ayodhya and the viral picture is the proposed design of the same hospital.,misinformation,0,misinformation
Sunni Waqf Board deciding to build Babri Hospital in Ayodhya,misinformation,0,misinformation
A Babri Hospital will be built with Kafeel Khan as its director,misinformation,0,misinformation
Babri Hospital will be built where Kafil Khan will be the director,misinformation,0,misinformation
They have shared a picture of a hospital on their Facebook page as the board decided to build a huge Babri hospital on five acres of land available to the Muslim Waqf Board to replace the Babri Masjid that was unjustly demolished by a court order.,misinformation,0,misinformation
Babri Hospital to be built by Sunni Waqf Board and will be headed by Dr Kafeel Khan,misinformation,0,misinformation
The Sunni Waqf Board has decided to build a 'Babri Hospital' on 5 acres of land acquired by the Supreme Court in Ayodhya. Dr Kafeel Khan will be its director.,misinformation,0,misinformation
"One positive patient for Coronavirus found in Barabanki, India",misinformation,0,misinformation
Claim an image of an infant injured in the West Bengal train stone pelting incidence for cab protest,misinformation,0,misinformation
"For the first time in the history of vaccination, the so-called last generation of mRNA vaccine directly affects the genetic material of the patient and thus changes his individual genetic material, which is genetic manipulation, something that is already banned and has since been considered a crime.",misinformation,0,misinformation
“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,misinformation,0,misinformation
"COVID-19 has mortality at the level of normal virosis, i.e. less than the flu",misinformation,0,misinformation
Covid-19 has a lower mortality rate than the flu,misinformation,0,misinformation
"A report by ""leading health experts"" from Israel shows that never before has a vaccine ""harmed"" so many people as the Covid-19 vaccine. Mortality in Israel has risen sharply in connection with the vaccinations.",misinformation,0,misinformation
Bhagat Singh's younger sister Prakash Kaur is no more with us today at the age of 96.,misinformation,0,misinformation
The claim that coronavirus was detected in Yedikule Chest Diseases Hospital,misinformation,0,misinformation
A novel coronavirus patient has been identified in eastern Indian state of Bihar's Purnea district..,misinformation,0,misinformation
Photo of a Covid-19 hospital in the northern Indian city of Lucknow,misinformation,0,misinformation
WHO proposes alcohol ban for women of childbearing age,misinformation,0,misinformation
"All Covid-19 hospital patients were vaccinated, except for one",misinformation,0,misinformation
Doctor dies of coronavirus at a hospital in wuhan.,misinformation,0,misinformation
Covid-19 treatments recommended by the dean of Thailand’s Siriraj Hospital?,misinformation,0,misinformation
Does COVID-19 have a mortality rate of 1%-2%?,misinformation,0,misinformation
Covid-19 pandemic did not affect US mortality rate,misinformation,0,misinformation
Doctors at the National Taiwan University Hospital found that COVID-19 is a combination of AIDS and SARS,misinformation,0,misinformation
First coronavirus patient in South Africa is cured,misinformation,0,misinformation
Supreme Court justice Ruth Bader Ginsburg advocated lowering the age of sexual consent to 12,misinformation,0,misinformation
Doctor compares blood samples of a healthy person and a coronavirus patient,misinformation,0,misinformation
This is how C5N Hospital Argerich COVID-19 coronavirus lies,misinformation,0,misinformation
Video of China building a new 57-story hospital in 19 days for patients infected with the corona virus,misinformation,0,misinformation
Photo shows hospital building constructed in 16 hours in Wuhan,misinformation,0,misinformation
Hospital laboratories falsify positive COVID-19 results,misinformation,0,misinformation
Image shows three of four clinical trial volunteers who have developed Bell's Palsy after receiving doses of the Pfizer-BioNTech Covid-19 vaccine,misinformation,0,misinformation
"Prolonged use of mask causes hypoxia, oxygen deficiency, fatigue and loss of reflexes.",misinformation,0,misinformation
Photo shows COVID-19 patient receiving enormous hospital bill in Singapore,misinformation,0,misinformation
"In the first days of his 2021 term, U.S. President Joe Biden temporarily froze a federal rule initiated by former President Donald Trump aimed at lowering insulin and EpiPen prices.",misinformation,0,misinformation
"Biden reversed an executive order to reduce cost of insulin, epinephrine",misinformation,0,misinformation
Biden reversed Trump's executive order on insulin prices,misinformation,0,misinformation
CDC illegally changed mortality count rules and inflated Covid-19 death toll,misinformation,0,misinformation
A vaccine caused a seizure of a woman in an Argentine hospital,misinformation,0,misinformation
A woman convulses in the guard of an Argentine hospital after receiving the vaccine against covid-19,misinformation,0,misinformation
Image of Magufuli in hospital before he died,misinformation,0,misinformation
DMX fans escorting his body from hospital,misinformation,0,misinformation
The study of the hospital of Barbastro de Huesca shows a relationship between COVID-19 and the flu vaccine,misinformation,0,misinformation
"A video that ""healthy people under the age of 50 do not need to be vaccinated, asymptomatic transmission is almost non-existent, and people who have been infected do not need to be vaccinated.""",misinformation,0,misinformation
"John Hopkins Hospital sent the following regarding COVID-19. Excellent article and recommendations: * The virus is not a living organism, but a protein molecule (DNA) covered by a protective layer of lipids (fat)",misinformation,0,misinformation
"""The United States has achieved a significant lower [COVID-19] mortality rate than almost all other countries.""",misinformation,0,misinformation
"Convalescent plasma had been “proven to reduce mortality by 35%"" in hospitalized COVID-19 patients.",misinformation,0,misinformation
Photo of Babri Hospital,misinformation,0,misinformation
Viral image shows the plan for Babri Hospital.,misinformation,0,misinformation
Blue print of Babri Hospital to be built in Ayodhya,misinformation,0,misinformation
Image shows blueprint for Babri Hospital,misinformation,0,misinformation
Claim:model picture of babri hospital to be built in Ayodhya,misinformation,0,misinformation
The video shows the last video of Rishi Kapoor before he died in the hospital,misinformation,0,misinformation
Narendra Modi visits Mukesh Ambanis newborn grandson at the hospital.,misinformation,0,misinformation
PM Narendra Modi visited newly born grandson of Mukesh Ambani and Nita Ambani at the hospital,misinformation,0,misinformation
Modi went to the hospital to see his recently born grandson Mukesh Ambani,misinformation,0,misinformation
PM Modi visited Ambani’s grandson at the hospital,misinformation,0,misinformation
Prime Minister Narendra Modi has gone to see Mukesh Ambani's grandson at the hospital demanding the photo,misinformation,0,misinformation
"Users are claiming that the Prime Minister is not meeting the farmers, but went to the hospital to meet Ambani's grandson.",misinformation,0,misinformation
"In this photo, Prime Minister Modi is seen going to the hospital to see the grandson of industrialist Mukesh Ambani",misinformation,0,misinformation
Modi visit Mukesh Ambanis newborn grandson at hospital,misinformation,0,misinformation
Claim: Modi not visited hospital to see Mukesh Ambani grandson,misinformation,0,misinformation
"A group of pictures showing the birth of a child with complete teeth in Romania, and doctors said that his teeth are in a state of full growth, like any human over the age of 25 years.",misinformation,0,misinformation
"The closure of a hospital in the Chinese city of Wuhan, after the recovery of the newly infected Corona virus “Covid 19” inside it.",factual,1,factual
In the Juan Ramón Jiménez hospital in Huelva there are two confirmed cases of coronavirus and ten in isolation,misinformation,0,misinformation
"A Tunisian doctor from Ain Draham, no more than 43 years old, performed the first heart operation outside the patient's body in the world, and it was successful.",misinformation,0,misinformation
"Photos show a 1,000-bed advance hospital has been constructed in days at Rajasthan to tackle the Coronavirus outbreak.",misinformation,0,misinformation
Video of the new hospital set up by China for Coronavirus patients,misinformation,0,misinformation
"China builds: a hospital for people infected with Corona virus in just 48 hours, and the first building for a hospital for people infected with Corona virus was completed in only 16 hours, and a huge building was built as a hospital for people infected with Corona virus in four days.",misinformation,0,misinformation
First case of coronavirus was confirmed in Bogotá at San Rafael hospital,misinformation,0,misinformation
"A picture of the Egyptian doctor, Mohamed Hashad, carrying an oxygen cylinder, in an attempt to save the lives of people infected with the Corona virus in an isolation hospital in Egypt. He died after contracting the emerging corona virus.",misinformation,0,misinformation
They pass a mannequin for a coronavirus patient,misinformation,0,misinformation
Pictures of doctors sleeping from exhaustion and fatigue after treating Corona virus patients.,misinformation,0,misinformation
"The oldest woman in the world has recovered from the emerging corona virus, at the age of 126 years.",factual,1,factual
"The death of the Algerian Cheb Khaled King of Rai in a hospital in the French capital, Paris, after contracting the emerging corona virus (Covid-19).",misinformation,0,misinformation
The Egyptian journalist Amr Adib was involved in a traffic accident in the Egyptian city of October and was taken to the hospital in a critical condition.,misinformation,0,misinformation
"Prince Philip died at 9 a.m. on April 9, the 99th day of the year, at the age of 99.",misinformation,0,misinformation
"A Brazilian nurse filled a glove with warm water to give a sense of human touch to a critically ill Corona patient, and no one is allowed to visit her.",misinformation,0,misinformation
The Israeli Coordinator: Hamas hits Omar al-Qasim Hospital in Qalqilya in Azzun with missiles and damages it.,misinformation,0,misinformation
The death of the Egyptian artist Samir Ghanem at the age of 84.,factual,1,factual
Photo of Stan Swamy chained to his hospital bed in Mumbai,misinformation,0,misinformation
The spreading photo of Stan Swamy as an old man with his legs chained in a hospital bed is misleading.,misinformation,0,misinformation
